Date/Time,Electricity:Facility [J](Hourly),Electricity:HVAC [J](Hourly),Refrigeration:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Gas:Facility [J](Hourly),Gas:HVAC [J](Hourly),Heating:Gas [J](Hourly) 
 02/01  15:00:00,607170649.9722226,18439714.285714285,209396674.5265083,0.0,0.0,294836313.96000006,83806142.40000008,691804.8,18439714.285714285,57601929.69309779,57601929.69309779,57601929.69309779 
 02/01  16:00:00,596985576.2023091,18598175.967103479,201807055.91520555,158461.68138919516,0.0,290116962.72,83691799.20000009,2771582.4,18439714.285714285,53345741.828901659,53345741.828901659,53345741.828901659 
 02/01  17:00:00,606274491.8034208,18548421.048712717,201402923.3147083,108706.7629984311,0.0,296163242.64,83750234.4,6409670.4,18439714.285714285,57437125.72303596,57437125.72303596,57437125.72303596 
 02/01  18:00:00,598942656.9104382,18439714.285714285,198979376.38472397,0.0,0.0,288536138.64,84192901.20000004,8794526.4,18439714.285714285,68212574.14412178,68212574.14412178,68212574.14412178 
 02/01  19:00:00,597969849.0311146,18439714.285714285,228396479.70540048,0.0,0.0,258573770.64,83783674.79999991,8776209.6,18439714.285714285,85902769.59259077,85902769.59259077,85902769.59259077 
 02/01  20:00:00,559346900.9788566,18439714.285714285,197651717.65314246,0.0,0.0,251447354.64000003,83023783.19999998,8784331.2,18439714.285714285,101154660.42193301,101154660.42193301,101154660.42193301 
 02/01  21:00:00,521568464.72440376,18439714.285714285,191700323.7586896,0.0,0.0,219765061.07999999,83037751.19999995,8625614.4,18439714.285714285,113552472.03738716,113552472.03738716,113552472.03738716 
 02/01  22:00:00,334483046.9992629,18439714.285714285,95760858.75354867,0.0,0.0,128395785.96,83252001.59999992,8634686.4,18439714.285714285,122816691.52235206,122816691.52235206,122816691.52235206 
 02/01  23:00:00,253038012.3094017,18577928.57142857,73784168.41797287,0.0,0.0,72104182.92,79903436.40000008,8668296.0,18577928.57142857,142607841.9192012,142607841.9192012,142607841.9192012 
 02/01  24:00:00,237722469.71644063,18716142.85714286,67133615.3792976,0.0,0.0,71269399.08,74723965.2,5879347.2,18716142.85714286,166397758.58360184,166397758.58360184,166397758.58360184 
 02/02  01:00:00,220057787.93639667,18716142.85714286,68263271.07925362,0.0,0.0,57379838.4,72118421.99999997,3580113.6000000007,18716142.85714286,185147892.25765819,185147892.25765819,185147892.25765819 
 02/02  02:00:00,219636324.5473686,18716142.85714286,67041906.41022566,0.0,0.0,57300083.28,72984211.19999999,3593980.8000000005,18716142.85714286,197716609.06356836,197716609.06356836,197716609.06356836 
 02/02  03:00:00,219631806.37156794,18716142.85714286,66381828.59442499,0.0,0.0,57331053.72,73610485.19999999,3592296.0,18716142.85714286,206854379.85558117,206854379.85558117,206854379.85558117 
 02/02  04:00:00,220633758.4781508,18716142.85714286,65875262.261007819,0.0,0.0,57571889.76,74879852.39999996,3590611.2,18716142.85714286,214752162.70727057,214752162.70727057,214752162.70727057 
 02/02  05:00:00,221076482.01045997,18716142.85714286,64904942.59331687,0.0,0.0,58561256.160000007,75312471.60000006,3581668.8000000005,18716142.85714286,216294087.07738335,216294087.07738335,216294087.07738335 
 02/02  06:00:00,229283567.5850355,18716142.85714286,65486540.567892517,0.0,0.0,61319806.56,77202194.39999996,6558883.200000001,18716142.85714286,213710662.92582194,213710662.92582194,213710662.92582194 
 02/02  07:00:00,369824461.11239138,18716142.85714286,143039339.65524835,0.0,0.0,119113540.2,80247873.59999995,8707564.799999999,18716142.85714286,206834952.2139205,206834952.2139205,206834952.2139205 
 02/02  08:00:00,420011504.47778698,18716142.85714286,183180050.58064399,0.0,0.0,128329723.44,83338419.60000007,6447168.0,18716142.85714286,206231303.8614091,206231303.8614091,206231303.8614091 
 02/02  09:00:00,449409293.637624,18716142.85714286,164976129.82048107,0.0,0.0,179212120.56,84053905.20000009,2450995.2,18716142.85714286,201162449.2010746,201162449.2010746,201162449.2010746 
 02/02  10:00:00,564893318.5037758,18716142.85714286,188606493.0866331,0.0,0.0,271454585.76,84613298.39999993,1502798.4,18716142.85714286,182674657.80610795,182674657.80610795,182674657.80610795 
 02/02  11:00:00,579691161.947758,18716142.85714286,188125340.73061524,0.0,0.0,287326674.36,83900671.19999999,1622332.8,18716142.85714286,159163302.0817962,159163302.0817962,159163302.0817962 
 02/02  12:00:00,580567696.165843,18469331.632653059,189746371.05318997,0.0,0.0,288242522.28,83561176.80000003,548294.4,18469331.632653059,137913268.71247227,137913268.71247227,137913268.71247227 
 02/02  13:00:00,593094955.6960621,18439714.285714285,194948562.05034793,0.0,0.0,295278158.16,84204269.9999999,224251.19999999999,18439714.285714285,119173704.42281494,119173704.42281494,119173704.42281494 
 02/02  14:00:00,597575031.1220023,18439714.285714285,203385997.59628815,0.0,0.0,291791858.04,83753427.59999994,204033.6,18439714.285714285,108252218.32471986,108252218.32471986,108252218.32471986 
 02/02  15:00:00,598627256.9501693,18439714.285714285,200853281.504455,0.0,0.0,294836313.96000006,83806142.40000008,691804.8,18439714.285714285,101138380.78618899,101138380.78618899,101138380.78618899 
 02/02  16:00:00,592108411.0630035,18439714.285714285,197088352.45728914,0.0,0.0,290116962.72,83691799.20000009,2771582.4,18439714.285714285,95054704.56030798,95054704.56030798,95054704.56030798 
 02/02  17:00:00,601664353.2758831,18439714.285714285,196901491.55016879,0.0,0.0,296163242.64,83750234.4,6409670.4,18439714.285714285,95283321.23655263,95283321.23655263,95283321.23655263 
 02/02  18:00:00,595758887.8951193,18439714.285714285,195795607.369405,0.0,0.0,288536138.64,84192901.20000004,8794526.4,18439714.285714285,100828780.98263149,100828780.98263149,100828780.98263149 
 02/02  19:00:00,536009422.063321,18439714.285714285,194127972.73760689,0.0,0.0,230881850.64,83783674.79999991,8776209.6,18439714.285714285,115522350.07733244,115522350.07733244,115522350.07733244 
 02/02  20:00:00,470891384.399091,18508821.428571427,192202853.93051974,0.0,0.0,168371594.64,83023783.19999998,8784331.2,18508821.428571427,139853718.04346384,139853718.04346384,139853718.04346384 
 02/02  21:00:00,461043954.90996566,18716142.85714286,186283225.37282277,0.0,0.0,164381221.07999999,83037751.19999995,8625614.4,18716142.85714286,160025274.89440064,160025274.89440064,160025274.89440064 
 02/02  22:00:00,298398573.7628279,18716142.85714286,87091876.945685,0.0,0.0,100703865.96,83252001.59999992,8634686.4,18716142.85714286,171210599.4052434,171210599.4052434,171210599.4052434 
 02/02  23:00:00,233295717.68827949,18716142.85714286,67749619.51113637,0.0,0.0,58258222.92,79903436.40000008,8668296.0,18716142.85714286,180156388.6274767,180156388.6274767,180156388.6274767 
 02/02  24:00:00,221250473.6915195,18716142.85714286,64507579.35437653,0.0,0.0,57423439.08,74723965.2,5879347.2,18716142.85714286,186397920.46589232,186397920.46589232,186397920.46589232 
 02/03  01:00:00,219493200.2142868,18716142.85714286,67698683.35714378,0.0,0.0,57379838.4,72118421.99999997,3580113.6000000007,18716142.85714286,188215052.9474488,188215052.9474488,188215052.9474488 
 02/03  02:00:00,220104048.67007116,18716142.85714286,67509630.5329282,0.0,0.0,57300083.28,72984211.19999999,3593980.8000000005,18716142.85714286,191826405.31152443,191826405.31152443,191826405.31152443 
 02/03  03:00:00,220310326.32454524,18716142.85714286,67060348.54740232,0.0,0.0,57331053.72,73610485.19999999,3592296.0,18716142.85714286,196595524.5795788,196595524.5795788,196595524.5795788 
 02/03  04:00:00,221425303.07368575,18716142.85714286,66666806.85654272,0.0,0.0,57571889.76,74879852.39999996,3590611.2,18716142.85714286,200942951.58196724,200942951.58196724,200942951.58196724 
 02/03  05:00:00,221640211.02856646,18716142.85714286,65468671.61142338,0.0,0.0,58561256.160000007,75312471.60000006,3581668.8000000005,18716142.85714286,203286211.4660212,203286211.4660212,203286211.4660212 
 02/03  06:00:00,229635899.2105256,18716142.85714286,65838872.19338259,0.0,0.0,61319806.56,77202194.39999996,6558883.200000001,18716142.85714286,203377178.2097437,203377178.2097437,203377178.2097437 
 02/03  07:00:00,370123616.2078322,18716142.85714286,143338494.7506892,0.0,0.0,119113540.2,80247873.59999995,8707564.799999999,18716142.85714286,199927019.75712157,199927019.75712157,199927019.75712157 
 02/03  08:00:00,419681925.47060486,18716142.85714286,182850471.5734617,0.0,0.0,128329723.44,83338419.60000007,6447168.0,18716142.85714286,201816709.49440766,201816709.49440766,201816709.49440766 
 02/03  09:00:00,392396560.90284726,18716142.85714286,163347237.0857042,0.0,0.0,123828280.56,84053905.20000009,2450995.2,18716142.85714286,202870703.77853484,202870703.77853484,202870703.77853484 
 02/03  10:00:00,423797833.57101657,18716142.85714286,185970608.15387366,0.0,0.0,132994985.75999999,84613298.39999993,1502798.4,18716142.85714286,198550184.75850807,198550184.75850807,198550184.75850807 
 02/03  11:00:00,492666402.18689349,18716142.85714286,184176340.96975077,0.0,0.0,204250914.36,83900671.19999999,1622332.8,18716142.85714286,178047257.59358094,178047257.59358094,178047257.59358094 
 02/03  12:00:00,492756195.9865561,18716142.85714286,184763819.6494133,0.0,0.0,205166762.28,83561176.80000003,548294.4,18716142.85714286,150588501.02126468,150588501.02126468,150588501.02126468 
 02/03  13:00:00,560358529.1885893,18479204.08163265,189864565.74695689,0.0,0.0,267586238.16,84204269.9999999,224251.19999999999,18479204.08163265,124360788.00836465,124360788.00836465,124360788.00836465 
 02/03  14:00:00,564840189.918527,18439714.285714285,198343076.3928129,0.0,0.0,264099938.04,83753427.59999994,204033.6,18439714.285714285,104059569.36183234,104059569.36183234,104059569.36183234 
 02/03  15:00:00,567280518.0035368,18439714.285714285,197198462.55782245,0.0,0.0,267144393.96,83806142.40000008,691804.8,18439714.285714285,89945632.16135234,89945632.16135234,89945632.16135234 
 02/03  16:00:00,562242391.9067137,18439714.285714285,194914253.30099926,0.0,0.0,262425042.72,83691799.20000009,2771582.4,18439714.285714285,77017382.10044046,77017382.10044046,77017382.10044046 
 02/03  17:00:00,571907586.3239994,18439714.285714285,194836644.59828515,0.0,0.0,268471322.64,83750234.4,6409670.4,18439714.285714285,77553495.26081614,77553495.26081614,77553495.26081614 
 02/03  18:00:00,509685964.0023452,18439714.285714285,192798443.47663088,0.0,0.0,205460378.64,84192901.20000004,8794526.4,18439714.285714285,91367713.69964549,91367713.69964549,91367713.69964549 
 02/03  19:00:00,431412424.3940445,18439714.285714285,172606735.06833039,0.0,0.0,147806090.64,83783674.79999991,8776209.6,18439714.285714285,114346089.20733173,114346089.20733173,114346089.20733173 
 02/03  20:00:00,442485742.2448976,18577928.57142857,191420024.633469,0.0,0.0,140679674.64,83023783.19999998,8784331.2,18577928.57142857,133524530.40374755,133524530.40374755,133524530.40374755 
 02/03  21:00:00,434729967.1565958,18716142.85714286,187661157.61945308,0.0,0.0,136689301.07999999,83037751.19999995,8625614.4,18716142.85714286,145175027.4590652,145175027.4590652,145175027.4590652 
 02/03  22:00:00,318277580.28480288,18716142.85714286,79278963.46766004,0.0,0.0,128395785.96,83252001.59999992,8634686.4,18716142.85714286,148541456.60587896,148541456.60587896,148541456.60587896 
 02/03  23:00:00,235877910.02588488,18716142.85714286,70331811.84874174,0.0,0.0,58258222.92,79903436.40000008,8668296.0,18716142.85714286,157856804.22778816,157856804.22778816,157856804.22778816 
 02/03  24:00:00,222705836.8927327,18716142.85714286,65962942.555589739,0.0,0.0,57423439.08,74723965.2,5879347.2,18716142.85714286,174083172.7281807,174083172.7281807,174083172.7281807 
 02/04  01:00:00,233511264.99806089,18716142.85714286,67870788.14091784,0.0,0.0,71225798.4,72118421.99999997,3580113.6000000007,18716142.85714286,184159959.99764184,184159959.99764184,184159959.99764184 
 02/04  02:00:00,233412248.0450594,18716142.85714286,66971869.90791641,0.0,0.0,71146043.28,72984211.19999999,3593980.8000000005,18716142.85714286,189371685.1360392,189371685.1360392,189371685.1360392 
 02/04  03:00:00,233882695.02962018,18716142.85714286,66786757.2524772,0.0,0.0,71177013.72,73610485.19999999,3592296.0,18716142.85714286,193230435.2104342,193230435.2104342,193230435.2104342 
 02/04  04:00:00,235192469.41081829,18716142.85714286,66588013.19367526,0.0,0.0,71417849.75999999,74879852.39999996,3590611.2,18716142.85714286,196450647.30830486,196450647.30830486,196450647.30830486 
 02/04  05:00:00,234942065.4900514,18716142.85714286,64924566.07290833,0.0,0.0,72407216.16,75312471.60000006,3581668.8000000005,18716142.85714286,201444220.8717857,201444220.8717857,201444220.8717857 
 02/04  06:00:00,236633066.56860263,18716142.85714286,58990079.55145968,0.0,0.0,75165766.56,77202194.39999996,6558883.200000001,18716142.85714286,206558434.06812436,206558434.06812436,206558434.06812436 
 02/04  07:00:00,384849845.0931884,18716142.85714286,130372803.63604549,0.0,0.0,146805460.2,80247873.59999995,8707564.799999999,18716142.85714286,207790098.58441413,207790098.58441413,207790098.58441413 
 02/04  08:00:00,447733021.3460494,18716142.85714286,183209647.44890646,0.0,0.0,156021643.44,83338419.60000007,6447168.0,18716142.85714286,206173773.07206703,206173773.07206703,206173773.07206703 
 02/04  09:00:00,505823914.18892458,18716142.85714286,166006910.3717816,0.0,0.0,234595960.56,84053905.20000009,2450995.2,18716142.85714286,191906247.31138224,191906247.31138224,191906247.31138224 
 02/04  10:00:00,594345149.1645815,18716142.85714286,190366403.74743874,0.0,0.0,299146505.76,84613298.39999993,1502798.4,18716142.85714286,164044843.7225799,164044843.7225799,164044843.7225799 
 02/04  11:00:00,582232158.8329561,18716142.85714286,190666337.61581332,0.0,0.0,287326674.36,83900671.19999999,1622332.8,18716142.85714286,135132791.73385344,135132791.73385344,135132791.73385344 
 02/04  12:00:00,583424866.8783451,18439714.285714285,192633159.1126308,0.0,0.0,288242522.28,83561176.80000003,548294.4,18439714.285714285,109787339.1517939,109787339.1517939,109787339.1517939 
 02/04  13:00:00,596833032.3806585,18439714.285714285,198686638.73494435,0.0,0.0,295278158.16,84204269.9999999,224251.19999999999,18439714.285714285,85052098.39742744,85052098.39742744,85052098.39742744 
 02/04  14:00:00,603236580.2257439,18439714.285714285,209047546.70002983,0.0,0.0,291791858.04,83753427.59999994,204033.6,18439714.285714285,67358106.71314347,67358106.71314347,67358106.71314347 
 02/04  15:00:00,603327479.118684,18439714.285714285,205553503.6729697,0.0,0.0,294836313.96000006,83806142.40000008,691804.8,18439714.285714285,55328877.48467739,55328877.48467739,55328877.48467739 
 02/04  16:00:00,599159083.6559951,18439714.285714285,204139025.05028073,0.0,0.0,290116962.72,83691799.20000009,2771582.4,18439714.285714285,46034179.84568337,46034179.84568337,46034179.84568337 
 02/04  17:00:00,608800196.9047926,18439714.285714285,204037335.17907829,0.0,0.0,296163242.64,83750234.4,6409670.4,18439714.285714285,49023652.17183973,49023652.17183973,49023652.17183973 
 02/04  18:00:00,601165798.3210716,18439714.285714285,201202517.79535733,0.0,0.0,288536138.64,84192901.20000004,8794526.4,18439714.285714285,60688851.42112183,60688851.42112183,60688851.42112183 
 02/04  19:00:00,599138896.2758591,18439714.285714285,229565526.95014496,0.0,0.0,258573770.64,83783674.79999991,8776209.6,18439714.285714285,78574708.11188148,78574708.11188148,78574708.11188148 
 02/04  20:00:00,561320122.541906,18439714.285714285,199624939.21619184,0.0,0.0,251447354.64000003,83023783.19999998,8784331.2,18439714.285714285,92039849.91538279,92039849.91538279,92039849.91538279 
 02/04  21:00:00,523364861.3614875,18439714.285714285,193496720.3957735,0.0,0.0,219765061.07999999,83037751.19999995,8625614.4,18439714.285714285,101264295.31887573,101264295.31887573,101264295.31887573 
 02/04  22:00:00,338637685.6858126,18439714.285714285,99915497.44009833,0.0,0.0,128395785.96,83252001.59999992,8634686.4,18439714.285714285,108489275.1408082,108489275.1408082,108489275.1408082 
 02/04  23:00:00,254862548.41255833,18577928.57142857,75608704.52112948,0.0,0.0,72104182.92,79903436.40000008,8668296.0,18577928.57142857,128521853.78925497,128521853.78925497,128521853.78925497 
 02/04  24:00:00,239541866.5544209,18716142.85714286,68953012.21727789,0.0,0.0,71269399.08,74723965.2,5879347.2,18716142.85714286,153500990.7451021,153500990.7451021,153500990.7451021 
 02/05  01:00:00,235014711.86069594,18716142.85714286,69374235.0035529,0.0,0.0,71225798.4,72118421.99999997,3580113.6000000007,18716142.85714286,172966116.46230669,172966116.46230669,172966116.46230669 
 02/05  02:00:00,234571678.53580825,18716142.85714286,68131300.39866525,0.0,0.0,71146043.28,72984211.19999999,3593980.8000000005,18716142.85714286,183129509.81725288,183129509.81725288,183129509.81725288 
 02/05  03:00:00,234891605.44814093,18716142.85714286,67795667.67099795,0.0,0.0,71177013.72,73610485.19999999,3592296.0,18716142.85714286,188337460.91154666,188337460.91154666,188337460.91154666 
 02/05  04:00:00,235771673.8719191,18716142.85714286,67167217.65477613,0.0,0.0,71417849.75999999,74879852.39999996,3590611.2,18716142.85714286,192399958.34946273,192399958.34946273,192399958.34946273 
 02/05  05:00:00,235566795.350889,18716142.85714286,65549295.93374594,0.0,0.0,72407216.16,75312471.60000006,3581668.8000000005,18716142.85714286,196109900.8679564,196109900.8679564,196109900.8679564 
 02/05  06:00:00,216983639.3182364,18716142.85714286,39340652.301093447,0.0,0.0,75165766.56,77202194.39999996,6558883.200000001,18716142.85714286,194635451.55512543,194635451.55512543,194635451.55512543 
 02/05  07:00:00,354036584.20647338,18716142.85714286,99559542.74933036,0.0,0.0,146805460.2,80247873.59999995,8707564.799999999,18716142.85714286,187705078.12312965,187705078.12312965,187705078.12312965 
 02/05  08:00:00,447106943.8427757,18716142.85714286,182583569.9456327,0.0,0.0,156021643.44,83338419.60000007,6447168.0,18716142.85714286,186592288.25862087,186592288.25862087,186592288.25862087 
 02/05  09:00:00,509460975.4334079,18716142.85714286,169643971.61626495,0.0,0.0,234595960.56,84053905.20000009,2450995.2,18716142.85714286,172708045.73390997,172708045.73390997,172708045.73390997 
 02/05  10:00:00,597142361.0401582,18716142.85714286,193163615.62301523,0.0,0.0,299146505.76,84613298.39999993,1502798.4,18716142.85714286,143452164.43592654,143452164.43592654,143452164.43592654 
 02/05  11:00:00,584250137.912746,18577928.57142857,192822530.9813174,0.0,0.0,287326674.36,83900671.19999999,1622332.8,18577928.57142857,119603927.60222346,119603927.60222346,119603927.60222346 
 02/05  12:00:00,584585216.2487255,18439714.285714285,193793508.48301123,0.0,0.0,288242522.28,83561176.80000003,548294.4,18439714.285714285,101119690.94178297,101119690.94178297,101119690.94178297 
 02/05  13:00:00,596749006.152798,18439714.285714285,198602612.50708378,0.0,0.0,295278158.16,84204269.9999999,224251.19999999999,18439714.285714285,83925687.71541605,83925687.71541605,83925687.71541605 
 02/05  14:00:00,601719420.3078007,18439714.285714285,207530386.78208659,0.0,0.0,291791858.04,83753427.59999994,204033.6,18439714.285714285,74479221.17528174,74479221.17528174,74479221.17528174 
 02/05  15:00:00,616043624.6239927,18439714.285714285,218269649.17827837,0.0,0.0,294836313.96000006,83806142.40000008,691804.8,18439714.285714285,70293369.27280438,70293369.27280438,70293369.27280438 
 02/05  16:00:00,595824084.8811319,18439714.285714285,200804026.2754174,0.0,0.0,290116962.72,83691799.20000009,2771582.4,18439714.285714285,67097878.878781948,67097878.878781948,67097878.878781948 
 02/05  17:00:00,605468888.6302102,18439714.285714285,200706026.90449593,0.0,0.0,296163242.64,83750234.4,6409670.4,18439714.285714285,69450680.59806429,69450680.59806429,69450680.59806429 
 02/05  18:00:00,598898326.4288566,18439714.285714285,198935045.90314246,0.0,0.0,288536138.64,84192901.20000004,8794526.4,18439714.285714285,77046787.81988247,77046787.81988247,77046787.81988247 
 02/05  19:00:00,598291641.8954477,18439714.285714285,228718272.56973357,0.0,0.0,258573770.64,83783674.79999991,8776209.6,18439714.285714285,89494656.12051837,89494656.12051837,89494656.12051837 
 02/05  20:00:00,560503616.6911044,18439714.285714285,198808433.36539028,0.0,0.0,251447354.64000003,83023783.19999998,8784331.2,18439714.285714285,101534601.903656,101534601.903656,101534601.903656 
 02/05  21:00:00,522544972.12787148,18439714.285714285,192676831.16215737,0.0,0.0,219765061.07999999,83037751.19999995,8625614.4,18439714.285714285,111730004.95614408,111730004.95614408,111730004.95614408 
 02/05  22:00:00,336644699.6689183,18439714.285714285,97922511.423204,0.0,0.0,128395785.96,83252001.59999992,8634686.4,18439714.285714285,118945852.0630963,118945852.0630963,118945852.0630963 
 02/05  23:00:00,255105660.84068025,18627290.81632653,75802454.70435347,0.0,0.0,72104182.92,79903436.40000008,8668296.0,18627290.81632653,127751736.35809684,127751736.35809684,127751736.35809684 
 02/05  24:00:00,242516116.5152753,18716142.85714286,71927262.1781323,0.0,0.0,71269399.08,74723965.2,5879347.2,18716142.85714286,135242727.53641824,135242727.53641824,135242727.53641824 
 02/06  01:00:00,241042401.37150527,18716142.85714286,75401924.51436222,0.0,0.0,71225798.4,72118421.99999997,3580113.6000000007,18716142.85714286,137021916.019113,137021916.019113,137021916.019113 
 02/06  02:00:00,241522210.82050149,18716142.85714286,75081832.68335849,0.0,0.0,71146043.28,72984211.19999999,3593980.8000000005,18716142.85714286,141684217.26976226,141684217.26976226,141684217.26976226 
 02/06  03:00:00,241540879.085319,18716142.85714286,74444941.30817604,0.0,0.0,71177013.72,73610485.19999999,3592296.0,18716142.85714286,148432764.82475437,148432764.82475437,148432764.82475437 
 02/06  04:00:00,241686887.7669466,18716142.85714286,73082431.54980362,0.0,0.0,71417849.75999999,74879852.39999996,3590611.2,18716142.85714286,155020609.37067483,155020609.37067483,155020609.37067483 
 02/06  05:00:00,240837189.92956145,18716142.85714286,70819690.51241833,0.0,0.0,72407216.16,75312471.60000006,3581668.8000000005,18716142.85714286,157035071.56863535,157035071.56863535,157035071.56863535 
 02/06  06:00:00,249685022.57290704,18716142.85714286,72042035.55576402,0.0,0.0,75165766.56,77202194.39999996,6558883.200000001,18716142.85714286,155006281.35244955,155006281.35244955,155006281.35244955 
 02/06  07:00:00,404659287.7794199,18716142.85714286,150182246.32227699,0.0,0.0,146805460.2,80247873.59999995,8707564.799999999,18716142.85714286,148227251.00459213,148227251.00459213,148227251.00459213 
 02/06  08:00:00,454679630.11934688,18716142.85714286,190156256.2222039,0.0,0.0,156021643.44,83338419.60000007,6447168.0,18716142.85714286,149254464.78010694,149254464.78010694,149254464.78010694 
 02/06  09:00:00,511922654.75946035,18716142.85714286,172105650.94231738,0.0,0.0,234595960.56,84053905.20000009,2450995.2,18716142.85714286,146226895.53874389,146226895.53874389,146226895.53874389 
 02/06  10:00:00,598108589.0668538,18716142.85714286,194129843.64971093,0.0,0.0,299146505.76,84613298.39999993,1502798.4,18716142.85714286,132980271.64256327,132980271.64256327,132980271.64256327 
 02/06  11:00:00,584410583.4345616,18469331.632653059,193091573.44190849,0.0,0.0,287326674.36,83900671.19999999,1622332.8,18469331.632653059,115938824.27418483,115938824.27418483,115938824.27418483 
 02/06  12:00:00,585365502.6064366,18439714.285714285,194573794.84072239,0.0,0.0,288242522.28,83561176.80000003,548294.4,18439714.285714285,96652603.18976315,96652603.18976315,96652603.18976315 
 02/06  13:00:00,598181300.5238203,18439714.285714285,200034906.87810607,0.0,0.0,295278158.16,84204269.9999999,224251.19999999999,18439714.285714285,74842480.83253503,74842480.83253503,74842480.83253503 
 02/06  14:00:00,604254491.1945357,18439714.285714285,210065457.66882164,0.0,0.0,291791858.04,83753427.59999994,204033.6,18439714.285714285,59760263.68478339,59760263.68478339,59760263.68478339 
 02/06  15:00:00,615892997.3858436,18555434.913422657,218003301.31242085,115720.62770837176,0.0,294836313.96000006,83806142.40000008,691804.8,18439714.285714285,50185542.976313609,50185542.976313609,50185542.976313609 
 02/06  16:00:00,601569087.9594344,20523146.54585276,204465597.09358163,2083432.2601384784,0.0,290116962.72,83691799.20000009,2771582.4,18439714.285714285,45496415.633282799,45496415.633282799,45496415.633282799 
 02/06  17:00:00,610054245.3383775,19719457.84587074,204011640.0525069,1279743.5601564577,0.0,296163242.64,83750234.4,6409670.4,18439714.285714285,48280103.40597586,48280103.40597586,48280103.40597586 
 02/06  18:00:00,600949767.1524844,18525814.211604034,200900386.7008804,86099.92588974905,0.0,288536138.64,84192901.20000004,8794526.4,18439714.285714285,59731626.034266438,59731626.034266438,59731626.034266438 
 02/06  19:00:00,603448582.8340457,18439714.285714285,233875213.5083316,0.0,0.0,258573770.64,83783674.79999991,8776209.6,18439714.285714285,78604137.96320807,78604137.96320807,78604137.96320807 
 02/06  20:00:00,560242943.0202801,18439714.285714285,198547759.69456596,0.0,0.0,251447354.64000003,83023783.19999998,8784331.2,18439714.285714285,95790130.99098493,95790130.99098493,95790130.99098493 
 02/06  21:00:00,522070696.3404396,18439714.285714285,192202555.37472556,0.0,0.0,219765061.07999999,83037751.19999995,8625614.4,18439714.285714285,109469270.86640315,109469270.86640315,109469270.86640315 
 02/06  22:00:00,335436771.8906591,18439714.285714285,96714583.64494482,0.0,0.0,128395785.96,83252001.59999992,8634686.4,18439714.285714285,120709598.81173879,120709598.81173879,120709598.81173879 
 02/06  23:00:00,254078049.30224137,18568056.12244898,74834077.85979212,0.0,0.0,72104182.92,79903436.40000008,8668296.0,18568056.12244898,135715866.2794972,135715866.2794972,135715866.2794972 
 02/06  24:00:00,240506503.65898393,18716142.85714286,69917649.32184096,0.0,0.0,71269399.08,74723965.2,5879347.2,18716142.85714286,149872552.33990193,149872552.33990193,149872552.33990193 
 02/07  01:00:00,238530005.43969257,18716142.85714286,72889528.58254953,0.0,0.0,71225798.4,72118421.99999997,3580113.6000000007,18716142.85714286,157898957.35237707,157898957.35237707,157898957.35237707 
 02/07  02:00:00,237821340.69820745,18716142.85714286,71380962.56106447,0.0,0.0,71146043.28,72984211.19999999,3593980.8000000005,18716142.85714286,168185424.29167015,168185424.29167015,168185424.29167015 
 02/07  03:00:00,236506874.0515654,18716142.85714286,69410936.27442244,0.0,0.0,71177013.72,73610485.19999999,3592296.0,18716142.85714286,181581611.25916297,181581611.25916297,181581611.25916297 
 02/07  04:00:00,236549091.37876506,18716142.85714286,67944635.16162205,0.0,0.0,71417849.75999999,74879852.39999996,3590611.2,18716142.85714286,193797521.03373445,193797521.03373445,193797521.03373445 
 02/07  05:00:00,236531428.6304425,18716142.85714286,66513929.2132994,0.0,0.0,72407216.16,75312471.60000006,3581668.8000000005,18716142.85714286,196960434.0352328,196960434.0352328,196960434.0352328 
 02/07  06:00:00,244982451.0316977,18716142.85714286,67339464.01455467,0.0,0.0,75165766.56,77202194.39999996,6558883.200000001,18716142.85714286,194336141.22309724,194336141.22309724,194336141.22309724 
 02/07  07:00:00,401350074.25277486,18716142.85714286,146873032.7956319,0.0,0.0,146805460.2,80247873.59999995,8707564.799999999,18716142.85714286,185858613.51743237,185858613.51743237,185858613.51743237 
 02/07  08:00:00,451126700.1273775,18716142.85714286,186603326.23023445,0.0,0.0,156021643.44,83338419.60000007,6447168.0,18716142.85714286,184220742.6792332,184220742.6792332,184220742.6792332 
 02/07  09:00:00,508590782.3246685,18716142.85714286,168773778.5075256,0.0,0.0,234595960.56,84053905.20000009,2450995.2,18716142.85714286,177773208.89131225,177773208.89131225,177773208.89131225 
 02/07  10:00:00,595138411.0907256,18716142.85714286,191159665.67358283,0.0,0.0,299146505.76,84613298.39999993,1502798.4,18716142.85714286,161260683.3314005,161260683.3314005,161260683.3314005 
 02/07  11:00:00,582530239.4064815,18716142.85714286,190964418.18933869,0.0,0.0,287326674.36,83900671.19999999,1622332.8,18716142.85714286,137364968.75830264,137364968.75830264,137364968.75830264 
 02/07  12:00:00,584486014.2572932,18538438.775510204,193595582.00178305,0.0,0.0,288242522.28,83561176.80000003,548294.4,18538438.775510204,110565395.21097219,110565395.21097219,110565395.21097219 
