Date/Time,Electricity:Facility [J](Hourly),Electricity:HVAC [J](Hourly),Refrigeration:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Gas:Facility [J](Hourly),Gas:HVAC [J](Hourly),Heating:Gas [J](Hourly) 
 08/12  19:00:00,631335271.9767938,34923798.7954803,245277818.1413137,16484084.509766015,0.0,258573770.64,83783674.79999991,8776209.6,18439714.285714285,69212325.43507776,69212325.43507776,69212325.43507776 
 08/12  20:00:00,573953020.0714469,25292759.474307039,205404791.55714009,6853045.1885927519,0.0,251447354.64000003,83023783.19999998,8784331.2,18439714.285714285,70856410.0259025,70856410.0259025,70856410.0259025 
 08/12  21:00:00,530689778.9980258,19559445.935131145,199701906.38289488,1119731.6494168593,0.0,219765061.07999999,83037751.19999995,8625614.4,18439714.285714285,73085696.95424173,73085696.95424173,73085696.95424173 
 08/12  22:00:00,343808053.18526187,18439714.285714285,105085864.93954753,0.0,0.0,128395785.96,83252001.59999992,8634686.4,18439714.285714285,82328608.6558246,82328608.6558246,82328608.6558246 
 08/12  23:00:00,271369593.02138307,18439714.285714285,92253963.41566852,0.0,0.0,72104182.92,79903436.40000008,8668296.0,18439714.285714285,97328944.83323312,97328944.83323312,97328944.83323312 
 08/12  24:00:00,246718366.92940254,18439714.285714285,76405941.16368814,0.0,0.0,71269399.08,74723965.2,5879347.2,18439714.285714285,111696747.00007396,111696747.00007396,111696747.00007396 
 08/13  01:00:00,244927006.16378064,18716142.85714286,79286529.30663757,0.0,0.0,71225798.4,72118421.99999997,3580113.6000000007,18716142.85714286,118357096.06422661,118357096.06422661,118357096.06422661 
 08/13  02:00:00,245621335.55697508,18716142.85714286,79180957.41983211,0.0,0.0,71146043.28,72984211.19999999,3593980.8000000005,18716142.85714286,121778163.68447188,121778163.68447188,121778163.68447188 
 08/13  03:00:00,246195524.37387607,18716142.85714286,79099586.59673314,0.0,0.0,71177013.72,73610485.19999999,3592296.0,18716142.85714286,123574315.303716,123574315.303716,123574315.303716 
 08/13  04:00:00,247402039.71841584,18716142.85714286,78797583.50127287,0.0,0.0,71417849.75999999,74879852.39999996,3590611.2,18716142.85714286,123987061.3978536,123987061.3978536,123987061.3978536 
 08/13  05:00:00,247216091.9704722,18716142.85714286,77198592.55332911,0.0,0.0,72407216.16,75312471.60000006,3581668.8000000005,18716142.85714286,124461917.79781401,124461917.79781401,124461917.79781401 
 08/13  06:00:00,217126057.65420408,18716142.85714286,39483070.637061078,0.0,0.0,75165766.56,77202194.39999996,6558883.200000001,18716142.85714286,124108151.89993942,124108151.89993942,124108151.89993942 
 08/13  07:00:00,356982744.8483075,18607545.91836735,102614300.32994008,0.0,0.0,146805460.2,80247873.59999995,8707564.799999999,18607545.91836735,109679982.54990566,109679982.54990566,109679982.54990566 
 08/13  08:00:00,465279372.0993064,18647035.714285718,200825105.34502045,0.0,0.0,156021643.44,83338419.60000007,6447168.0,18647035.714285718,101938813.71920894,101938813.71920894,101938813.71920894 
 08/13  09:00:00,521426849.7074004,18607545.91836735,181718442.82903297,0.0,0.0,234595960.56,84053905.20000009,2450995.2,18607545.91836735,84148893.89400871,84148893.89400871,84148893.89400871 
 08/13  10:00:00,612755547.3869094,22772665.680965716,204720279.14594383,4332951.395251433,0.0,299146505.76,84613298.39999993,1502798.4,18439714.285714285,62352470.09271377,62352470.09271377,62352470.09271377 
 08/13  11:00:00,609355838.9072647,33752247.58225869,202753912.9650061,15312533.296544407,0.0,287326674.36,83900671.19999999,1622332.8,18439714.285714285,58945806.35435795,58945806.35435795,58945806.35435795 
 08/13  12:00:00,622077651.7503167,41839893.69869219,207885764.57162459,23400179.412977905,0.0,288242522.28,83561176.80000003,548294.4,18439714.285714285,57472310.65984246,57472310.65984246,57472310.65984246 
 08/13  13:00:00,633268293.6576053,47616436.99420221,205945177.30340327,29176722.70848793,0.0,295278158.16,84204269.9999999,224251.19999999999,18439714.285714285,57412432.51851513,57412432.51851513,57412432.51851513 
 08/13  14:00:00,694408108.6249969,51835539.83763436,266823249.54736275,33395825.551920076,0.0,291791858.04,83753427.59999994,204033.6,18439714.285714285,57868618.045712668,57868618.045712668,57868618.045712668 
 08/13  15:00:00,676080964.6505536,54456975.27705724,242289728.2134964,36017260.99134295,0.0,294836313.96000006,83806142.40000008,691804.8,18439714.285714285,58290349.712576027,58290349.712576027,58290349.712576027 
 08/13  16:00:00,636993830.9993017,53608680.569148939,206804806.11015258,35168966.283434648,0.0,290116962.72,83691799.20000009,2771582.4,18439714.285714285,60174811.8058351,60174811.8058351,60174811.8058351 
 08/13  17:00:00,643311777.7857685,50465958.03144903,206522672.31431959,32026243.74573474,0.0,296163242.64,83750234.4,6409670.4,18439714.285714285,62930779.97093246,62930779.97093246,62930779.97093246 
 08/13  18:00:00,632542101.2553244,45548078.426790777,205470456.58853368,27108364.141076495,0.0,288536138.64,84192901.20000004,8794526.4,18439714.285714285,65616452.93292269,65616452.93292269,65616452.93292269 
 08/13  19:00:00,634661840.0440718,37168578.041440818,246359606.96263124,18728863.75572654,0.0,258573770.64,83783674.79999991,8776209.6,18439714.285714285,68225749.48466416,68225749.48466416,68225749.48466416 
 08/13  20:00:00,576921948.382765,27653721.263018937,206012758.07974617,9214006.977304653,0.0,251447354.64000003,83023783.19999998,8784331.2,18439714.285714285,70076749.71414374,70076749.71414374,70076749.71414374 
 08/13  21:00:00,531786555.25985899,20231383.34817823,200126745.23168097,1791669.0624639476,0.0,219765061.07999999,83037751.19999995,8625614.4,18439714.285714285,72992505.19610292,72992505.19610292,72992505.19610292 
 08/13  22:00:00,344166616.37776169,18439714.285714285,105444428.13204742,0.0,0.0,128395785.96,83252001.59999992,8634686.4,18439714.285714285,79027206.90997003,79027206.90997003,79027206.90997003 
 08/13  23:00:00,273558384.20364978,18439714.285714285,94442754.59793523,0.0,0.0,72104182.92,79903436.40000008,8668296.0,18439714.285714285,95076989.05359936,95076989.05359936,95076989.05359936 
 08/13  24:00:00,246355098.79999877,18439714.285714285,76042673.03428436,0.0,0.0,71269399.08,74723965.2,5879347.2,18439714.285714285,115836381.97367133,115836381.97367133,115836381.97367133 
 08/14  01:00:00,244255032.26783,18716142.85714286,78614555.41068699,0.0,0.0,71225798.4,72118421.99999997,3580113.6000000007,18716142.85714286,125127152.33660239,125127152.33660239,125127152.33660239 
 08/14  02:00:00,244668617.98901928,18716142.85714286,78228239.85187628,0.0,0.0,71146043.28,72984211.19999999,3593980.8000000005,18716142.85714286,132527910.65055044,132527910.65055044,132527910.65055044 
 08/14  03:00:00,244632469.06097836,18716142.85714286,77536531.28383541,0.0,0.0,71177013.72,73610485.19999999,3592296.0,18716142.85714286,141487511.16600619,141487511.16600619,141487511.16600619 
 08/14  04:00:00,246077467.16844983,18716142.85714286,77473010.95130684,0.0,0.0,71417849.75999999,74879852.39999996,3590611.2,18716142.85714286,141766908.6775105,141766908.6775105,141766908.6775105 
 08/14  05:00:00,246371168.79893584,18716142.85714286,76353669.38179274,0.0,0.0,72407216.16,75312471.60000006,3581668.8000000005,18716142.85714286,144752606.44124065,144752606.44124065,144752606.44124065 
 08/14  06:00:00,254548444.89621944,18716142.85714286,76905457.87907645,0.0,0.0,75165766.56,77202194.39999996,6558883.200000001,18716142.85714286,143360405.94531174,143360405.94531174,143360405.94531174 
 08/14  07:00:00,410758351.71854999,18716142.85714286,156281310.26140703,0.0,0.0,146805460.2,80247873.59999995,8707564.799999999,18716142.85714286,128138085.33664263,128138085.33664263,128138085.33664263 
 08/14  08:00:00,462163782.3194762,18716142.85714286,197640408.42233307,0.0,0.0,156021643.44,83338419.60000007,6447168.0,18716142.85714286,123484568.01458937,123484568.01458937,123484568.01458937 
 08/14  09:00:00,518522778.59630468,18716142.85714286,178705774.77916176,0.0,0.0,234595960.56,84053905.20000009,2450995.2,18716142.85714286,113883856.60066395,113883856.60066395,113883856.60066395 
 08/14  10:00:00,606584344.4331961,18439714.285714285,202882027.5874818,0.0,0.0,299146505.76,84613298.39999993,1502798.4,18439714.285714285,95541210.89110229,95541210.89110229,95541210.89110229 
 08/14  11:00:00,592748325.9017365,18439714.285714285,201458933.2560224,0.0,0.0,287326674.36,83900671.19999999,1622332.8,18439714.285714285,75044845.3449878,75044845.3449878,75044845.3449878 
 08/14  12:00:00,596475960.9545177,24422946.89926334,199701020.5752544,5983232.613549056,0.0,288242522.28,83561176.80000003,548294.4,18439714.285714285,64797401.508921507,64797401.508921507,64797401.508921507 
 08/14  13:00:00,616939327.7661518,32087575.191565668,205145073.21458639,13647860.905851383,0.0,295278158.16,84204269.9999999,224251.19999999999,18439714.285714285,63612201.80080234,63612201.80080234,63612201.80080234 
 08/14  14:00:00,657587630.2726333,36875076.17286281,244963234.85977064,18435361.887148527,0.0,291791858.04,83753427.59999994,204033.6,18439714.285714285,63900953.71481472,63900953.71481472,63900953.71481472 
 08/14  15:00:00,651382945.7309337,40364456.57950046,231684227.9914332,21924742.293786177,0.0,294836313.96000006,83806142.40000008,691804.8,18439714.285714285,64245923.464133027,64245923.464133027,64245923.464133027 
 08/14  16:00:00,624091529.0716808,41300800.07983218,206210384.67184855,22861085.794117907,0.0,290116962.72,83691799.20000009,2771582.4,18439714.285714285,65258311.56435338,65258311.56435338,65258311.56435338 
 08/14  17:00:00,632409137.945482,39917967.09765115,206168023.40783105,21478252.811936864,0.0,296163242.64,83750234.4,6409670.4,18439714.285714285,66742719.31423317,66742719.31423317,66742719.31423317 
 08/14  18:00:00,620446313.5777557,33781183.52787763,205141563.80987806,15341469.242163346,0.0,288536138.64,84192901.20000004,8794526.4,18439714.285714285,69574520.81421656,69574520.81421656,69574520.81421656 
 08/14  19:00:00,615632816.7586176,23157222.764221398,241341938.9543965,4717508.4785071159,0.0,258573770.64,83783674.79999991,8776209.6,18439714.285714285,72679304.7860635,72679304.7860635,72679304.7860635 
 08/14  20:00:00,565602485.1151335,18486436.32942402,203860579.74570964,46722.043709737016,0.0,251447354.64000003,83023783.19999998,8784331.2,18439714.285714285,78737106.92100039,78737106.92100039,78737106.92100039 
 08/14  21:00:00,527526600.91965058,18439714.285714285,197658459.95393653,0.0,0.0,219765061.07999999,83037751.19999995,8625614.4,18439714.285714285,86937601.19078937,86937601.19078937,86937601.19078937 
 08/14  22:00:00,342815937.6255189,18439714.285714285,104093749.37980455,0.0,0.0,128395785.96,83252001.59999992,8634686.4,18439714.285714285,93514251.60375032,93514251.60375032,93514251.60375032 
 08/14  23:00:00,267267769.67555983,18439714.285714285,88152140.0698453,0.0,0.0,72104182.92,79903436.40000008,8668296.0,18439714.285714285,109299327.12699512,109299327.12699512,109299327.12699512 
 08/14  24:00:00,245441783.92807455,18479204.08163265,75089868.36644176,0.0,0.0,71269399.08,74723965.2,5879347.2,18479204.08163265,123984719.65219642,123984719.65219642,123984719.65219642 
 08/15  01:00:00,243664206.6469763,18716142.85714286,78023729.78983325,0.0,0.0,71225798.4,72118421.99999997,3580113.6000000007,18716142.85714286,129456582.57423061,129456582.57423061,129456582.57423061 
 08/15  02:00:00,244361355.31705285,18716142.85714286,77920977.17990987,0.0,0.0,71146043.28,72984211.19999999,3593980.8000000005,18716142.85714286,132426117.17864317,132426117.17864317,132426117.17864317 
 08/15  03:00:00,244941781.57770265,18716142.85714286,77845843.80055967,0.0,0.0,71177013.72,73610485.19999999,3592296.0,18716142.85714286,134300609.5298783,134300609.5298783,134300609.5298783 
 08/15  04:00:00,246060820.84867955,18716142.85714286,77456364.63153658,0.0,0.0,71417849.75999999,74879852.39999996,3590611.2,18716142.85714286,139161619.0444283,139161619.0444283,139161619.0444283 
 08/15  05:00:00,246055050.09712649,18716142.85714286,76037550.67998342,0.0,0.0,72407216.16,75312471.60000006,3581668.8000000005,18716142.85714286,142422711.02257783,142422711.02257783,142422711.02257783 
 08/15  06:00:00,254206002.361574,18716142.85714286,76563015.344431,0.0,0.0,75165766.56,77202194.39999996,6558883.200000001,18716142.85714286,142569696.64981289,142569696.64981289,142569696.64981289 
 08/15  07:00:00,408960864.70373466,18716142.85714286,154483823.24659173,0.0,0.0,146805460.2,80247873.59999995,8707564.799999999,18716142.85714286,137734338.02013947,137734338.02013947,137734338.02013947 
 08/15  08:00:00,459776262.11130306,18647035.714285718,195321995.35701708,0.0,0.0,156021643.44,83338419.60000007,6447168.0,18647035.714285718,134476320.3071174,134476320.3071174,134476320.3071174 
 08/15  09:00:00,517252518.0199764,18716142.85714286,177435514.2028334,0.0,0.0,234595960.56,84053905.20000009,2450995.2,18716142.85714286,127703481.66671904,127703481.66671904,127703481.66671904 
 08/15  10:00:00,604042724.5915616,18439714.285714285,200340407.7458472,0.0,0.0,299146505.76,84613298.39999993,1502798.4,18439714.285714285,110802086.66364864,110802086.66364864,110802086.66364864 
 08/15  11:00:00,590841329.2783889,18439714.285714285,199551936.63267455,0.0,0.0,287326674.36,83900671.19999999,1622332.8,18439714.285714285,89780144.67691453,89780144.67691453,89780144.67691453 
 08/15  12:00:00,589503908.973401,18676946.550613658,198474968.94278745,237232.264899371,0.0,288242522.28,83561176.80000003,548294.4,18439714.285714285,71749768.46623387,71749768.46623387,71749768.46623387 
 08/15  13:00:00,606047458.3842702,21539642.924114653,204801136.10015578,3099928.6384003709,0.0,295278158.16,84204269.9999999,224251.19999999999,18439714.285714285,66383227.410597149,66383227.410597149,66383227.410597149 
 08/15  14:00:00,634624411.5537478,28284123.62483467,230590968.68891327,9844409.339120387,0.0,291791858.04,83753427.59999994,204033.6,18439714.285714285,64882235.62692462,64882235.62692462,64882235.62692462 
 08/15  15:00:00,645719739.1736889,35171982.73538749,231213495.27830125,16732268.449673206,0.0,294836313.96000006,83806142.40000008,691804.8,18439714.285714285,63467546.56571763,63467546.56571763,63467546.56571763 
 08/15  16:00:00,619037701.7240278,36285232.07999774,206172125.32402993,17845517.794283458,0.0,290116962.72,83691799.20000009,2771582.4,18439714.285714285,64857622.24372148,64857622.24372148,64857622.24372148 
 08/15  17:00:00,624053483.366188,31715032.184191307,206015303.7419969,13275317.898477024,0.0,296163242.64,83750234.4,6409670.4,18439714.285714285,68256148.87185052,68256148.87185052,68256148.87185052 
 08/15  18:00:00,611708830.3596892,26225416.39444849,203959847.7252407,7785702.1087342039,0.0,288536138.64,84192901.20000004,8794526.4,18439714.285714285,70566523.34906487,70566523.34906487,70566523.34906487 
 08/15  19:00:00,612011561.2135428,19765334.134947678,241112572.03859536,1325619.8492333936,0.0,258573770.64,83783674.79999991,8776209.6,18439714.285714285,73805243.69244585,73805243.69244585,73805243.69244585 
 08/15  20:00:00,565169666.5781535,18439714.285714285,203474483.25243939,0.0,0.0,251447354.64000003,83023783.19999998,8784331.2,18439714.285714285,84231589.0851151,84231589.0851151,84231589.0851151 
 08/15  21:00:00,527109629.37518766,18439714.285714285,197241488.4094736,0.0,0.0,219765061.07999999,83037751.19999995,8625614.4,18439714.285714285,91027581.97826717,91027581.97826717,91027581.97826717 
 08/15  22:00:00,342518449.412011,18439714.285714285,103796261.16629672,0.0,0.0,128395785.96,83252001.59999992,8634686.4,18439714.285714285,98557512.73804936,98557512.73804936,98557512.73804936 
 08/15  23:00:00,264274824.0004044,18439714.285714285,85159194.39468985,0.0,0.0,72104182.92,79903436.40000008,8668296.0,18439714.285714285,112364326.97273463,112364326.97273463,112364326.97273463 
 08/15  24:00:00,245479837.9560937,18508821.428571427,75098305.04752219,0.0,0.0,71269399.08,74723965.2,5879347.2,18508821.428571427,124403449.8738189,124403449.8738189,124403449.8738189 
 08/16  01:00:00,243664782.00204409,18716142.85714286,78024305.14490105,0.0,0.0,71225798.4,72118421.99999997,3580113.6000000007,18716142.85714286,129604662.34888558,129604662.34888558,129604662.34888558 
 08/16  02:00:00,244359209.53023226,18716142.85714286,77918831.3930893,0.0,0.0,71146043.28,72984211.19999999,3593980.8000000005,18716142.85714286,132249095.08982685,132249095.08982685,132249095.08982685 
 08/16  03:00:00,244938814.02601827,18716142.85714286,77842876.24887529,0.0,0.0,71177013.72,73610485.19999999,3592296.0,18716142.85714286,133924684.95805843,133924684.95805843,133924684.95805843 
 08/16  04:00:00,246058390.73245169,18716142.85714286,77453934.51530873,0.0,0.0,71417849.75999999,74879852.39999996,3590611.2,18716142.85714286,138815206.1091472,138815206.1091472,138815206.1091472 
 08/16  05:00:00,246055481.50333069,18716142.85714286,76037982.0861876,0.0,0.0,72407216.16,75312471.60000006,3581668.8000000005,18716142.85714286,142026833.64724783,142026833.64724783,142026833.64724783 
 08/16  06:00:00,254131647.67619694,18716142.85714286,76488660.65905392,0.0,0.0,75165766.56,77202194.39999996,6558883.200000001,18716142.85714286,142042763.60347886,142042763.60347886,142042763.60347886 
 08/16  07:00:00,409415150.464386,18716142.85714286,154938109.00724308,0.0,0.0,146805460.2,80247873.59999995,8707564.799999999,18716142.85714286,133059948.357473,133059948.357473,133059948.357473 
 08/16  08:00:00,460708864.13534548,18676653.06122449,196224980.03412075,0.0,0.0,156021643.44,83338419.60000007,6447168.0,18676653.06122449,128261943.85876152,128261943.85876152,128261943.85876152 
 08/16  09:00:00,517982234.42526546,18716142.85714286,178165230.6081226,0.0,0.0,234595960.56,84053905.20000009,2450995.2,18716142.85714286,117918439.90847957,117918439.90847957,117918439.90847957 
 08/16  10:00:00,606994785.6156006,18439714.285714285,203292468.76988627,0.0,0.0,299146505.76,84613298.39999993,1502798.4,18439714.285714285,89153586.04121946,89153586.04121946,89153586.04121946 
 08/16  11:00:00,593256448.9266812,18439714.285714285,201967056.28096707,0.0,0.0,287326674.36,83900671.19999999,1622332.8,18439714.285714285,70324530.39279616,70324530.39279616,70324530.39279616 
 08/16  12:00:00,595652669.8501852,23616445.093320595,199684231.27686469,5176730.80760631,0.0,288242522.28,83561176.80000003,548294.4,18439714.285714285,63179860.088075589,63179860.088075589,63179860.088075589 
 08/16  13:00:00,614120858.6884477,29331692.149528717,205082487.17891924,10891977.863814433,0.0,295278158.16,84204269.9999999,224251.19999999999,18439714.285714285,62648566.439967218,62648566.439967218,62648566.439967218 
 08/16  14:00:00,653680484.1715952,36847750.57262488,241083414.3589706,18408036.28691059,0.0,291791858.04,83753427.59999994,204033.6,18439714.285714285,61054931.43499931,61054931.43499931,61054931.43499931 
 08/16  15:00:00,654036616.6625104,38239699.327880408,236462656.1746299,19799985.04216612,0.0,294836313.96000006,83806142.40000008,691804.8,18439714.285714285,62233119.394191708,62233119.394191708,62233119.394191708 
 08/16  16:00:00,619118178.7839881,36423280.72696863,206114553.7370194,17983566.44125435,0.0,290116962.72,83691799.20000009,2771582.4,18439714.285714285,64713941.978322718,64713941.978322718,64713941.978322718 
 08/16  17:00:00,625518332.8305825,33148377.527025485,206046807.8635572,14708663.241311202,0.0,296163242.64,83750234.4,6409670.4,18439714.285714285,66989035.396959,66989035.396959,66989035.396959 
 08/16  18:00:00,616640495.0531957,29938309.52219168,205178619.29100404,11498595.236477402,0.0,288536138.64,84192901.20000004,8794526.4,18439714.285714285,68022778.23040533,68022778.23040533,68022778.23040533 
 08/16  19:00:00,617411439.9304564,22746347.949504835,243531436.9409518,4306633.663790553,0.0,258573770.64,83783674.79999991,8776209.6,18439714.285714285,69876221.16649407,69876221.16649407,69876221.16649407 
 08/16  20:00:00,566548096.8911235,18439714.285714285,204852913.56540949,0.0,0.0,251447354.64000003,83023783.19999998,8784331.2,18439714.285714285,74577488.05787406,74577488.05787406,74577488.05787406 
 08/16  21:00:00,528993194.4420856,18439714.285714285,199125053.47637154,0.0,0.0,219765061.07999999,83037751.19999995,8625614.4,18439714.285714285,77744431.17569605,77744431.17569605,77744431.17569605 
 08/16  22:00:00,343860850.2685738,18439714.285714285,105138662.02285952,0.0,0.0,128395785.96,83252001.59999992,8634686.4,18439714.285714285,84980646.96144918,84980646.96144918,84980646.96144918 
 08/16  23:00:00,270776621.4825192,18439714.285714285,91660991.87680471,0.0,0.0,72104182.92,79903436.40000008,8668296.0,18439714.285714285,99152519.61456253,99152519.61456253,99152519.61456253 
 08/16  24:00:00,247096781.2048897,18479204.08163265,76744865.64325692,0.0,0.0,71269399.08,74723965.2,5879347.2,18479204.08163265,107108661.7061789,107108661.7061789,107108661.7061789 
 08/17  01:00:00,231340050.13132284,18716142.85714286,79545533.27417979,0.0,0.0,57379838.4,72118421.99999997,3580113.6000000007,18716142.85714286,114351198.94075972,114351198.94075972,114351198.94075972 
 08/17  02:00:00,231540465.39305047,18716142.85714286,78946047.2559075,0.0,0.0,57300083.28,72984211.19999999,3593980.8000000005,18716142.85714286,120186887.85589178,120186887.85589178,120186887.85589178 
 08/17  03:00:00,232061719.9262855,18716142.85714286,78811742.14914258,0.0,0.0,57331053.72,73610485.19999999,3592296.0,18716142.85714286,122063832.36622146,122063832.36622146,122063832.36622146 
 08/17  04:00:00,233508542.1520317,18716142.85714286,78750045.93488869,0.0,0.0,57571889.76,74879852.39999996,3590611.2,18716142.85714286,122954173.82700874,122954173.82700874,122954173.82700874 
 08/17  05:00:00,233763761.5293648,18716142.85714286,77592222.11222174,0.0,0.0,58561256.160000007,75312471.60000006,3581668.8000000005,18716142.85714286,123734296.44701389,123734296.44701389,123734296.44701389 
 08/17  06:00:00,241875678.85703425,18716142.85714286,78078651.83989124,0.0,0.0,61319806.56,77202194.39999996,6558883.200000001,18716142.85714286,123562631.97833538,123562631.97833538,123562631.97833538 
 08/17  07:00:00,383680000.53450068,18716142.85714286,156894879.0773577,0.0,0.0,119113540.2,80247873.59999995,8707564.799999999,18716142.85714286,115413744.21516972,115413744.21516972,115413744.21516972 
 08/17  08:00:00,434861636.7832403,18686525.510204086,198059800.2330361,0.0,0.0,128329723.44,83338419.60000007,6447168.0,18686525.510204086,115050556.35731006,115050556.35731006,115050556.35731006 
 08/17  09:00:00,462842106.3319204,18716142.85714286,178408942.51477755,0.0,0.0,179212120.56,84053905.20000009,2450995.2,18716142.85714286,109025973.6026656,109025973.6026656,109025973.6026656 
 08/17  10:00:00,578757743.5945876,18538438.775510204,202648622.2590775,0.0,0.0,271454585.76,84613298.39999993,1502798.4,18538438.775510204,96338049.28943615,96338049.28943615,96338049.28943615 
 08/17  11:00:00,592503236.7320939,18439714.285714285,201213844.08637978,0.0,0.0,287326674.36,83900671.19999999,1622332.8,18439714.285714285,75778424.56754533,75778424.56754533,75778424.56754533 
 08/17  12:00:00,595908216.8305774,23410130.894413145,200146092.4561642,4970416.608698858,0.0,288242522.28,83561176.80000003,548294.4,18439714.285714285,62890732.36732146,62890732.36732146,62890732.36732146 
 08/17  13:00:00,618041155.6425152,32320801.602398799,206013674.6801166,13881087.316684517,0.0,295278158.16,84204269.9999999,224251.19999999999,18439714.285714285,60083949.84035903,60083949.84035903,60083949.84035903 
 08/17  14:00:00,654697904.2452239,38594742.94092477,240353842.06429933,20155028.655210489,0.0,291791858.04,83753427.59999994,204033.6,18439714.285714285,58515464.145089138,58515464.145089138,58515464.145089138 
 08/17  15:00:00,665745234.0360788,44115020.75058714,242295952.12549169,25675306.46487286,0.0,294836313.96000006,83806142.40000008,691804.8,18439714.285714285,57486787.226016629,57486787.226016629,57486787.226016629 
 08/17  16:00:00,630459048.4378493,46303673.31767976,207575030.80016945,27863959.03196547,0.0,290116962.72,83691799.20000009,2771582.4,18439714.285714285,58193515.626267049,58193515.626267049,58193515.626267049 
 08/17  17:00:00,639381860.3526993,45715815.156321819,207342897.75637768,27276100.87060753,0.0,296163242.64,83750234.4,6409670.4,18439714.285714285,59849994.17292902,59849994.17292902,59849994.17292902 
 08/17  18:00:00,630616978.8907594,42446523.62633923,206646889.0244202,24006809.340624945,0.0,288536138.64,84192901.20000004,8794526.4,18439714.285714285,62096759.77647549,62096759.77647549,62096759.77647549 
 08/17  19:00:00,572783008.3441261,32830619.350038396,216510653.9540879,14390905.064324115,0.0,230881850.64,83783674.79999991,8776209.6,18439714.285714285,65380353.33834778,65380353.33834778,65380353.33834778 
 08/17  20:00:00,485673794.58785739,21383849.163437889,204110236.38441963,2944134.877723602,0.0,168371594.64,83023783.19999998,8784331.2,18439714.285714285,69488475.99183893,69488475.99183893,69488475.99183893 
 08/17  21:00:00,473024834.87307986,18439714.285714285,198540533.9073656,0.0,0.0,164381221.07999999,83037751.19999995,8625614.4,18439714.285714285,81950218.08280763,81950218.08280763,81950218.08280763 
 08/17  22:00:00,315742760.67741248,18439714.285714285,104712492.4316981,0.0,0.0,100703865.96,83252001.59999992,8634686.4,18439714.285714285,88683407.40818492,88683407.40818492,88683407.40818492 
 08/17  23:00:00,268720130.3724153,18439714.285714285,103450460.76670076,0.0,0.0,58258222.92,79903436.40000008,8668296.0,18439714.285714285,102708453.78709027,102708453.78709027,102708453.78709027 
 08/17  24:00:00,238141445.52397425,18647035.714285718,81467658.3296884,0.0,0.0,57423439.08,74723965.2,5879347.2,18647035.714285718,115816908.04267566,115816908.04267566,115816908.04267566 
 08/18  01:00:00,230227586.15432538,18716142.85714286,78433069.29718235,0.0,0.0,57379838.4,72118421.99999997,3580113.6000000007,18716142.85714286,125511439.01900244,125511439.01900244,125511439.01900244 
 08/18  02:00:00,230360302.23116789,18716142.85714286,77765884.09402494,0.0,0.0,57300083.28,72984211.19999999,3593980.8000000005,18716142.85714286,134475429.3580032,134475429.3580032,134475429.3580032 
 08/18  03:00:00,230376120.1066564,18716142.85714286,77126142.32951349,0.0,0.0,57331053.72,73610485.19999999,3592296.0,18716142.85714286,142766602.0176468,142766602.0176468,142766602.0176468 
 08/18  04:00:00,231529377.66040967,18716142.85714286,76770881.44326666,0.0,0.0,57571889.76,74879852.39999996,3590611.2,18716142.85714286,146666113.06699396,146666113.06699396,146666113.06699396 
 08/18  05:00:00,231885543.1755604,18716142.85714286,75714003.75841736,0.0,0.0,58561256.160000007,75312471.60000006,3581668.8000000005,18716142.85714286,148075528.65036697,148075528.65036697,148075528.65036697 
 08/18  06:00:00,239894955.9854685,18716142.85714286,76097928.9683255,0.0,0.0,61319806.56,77202194.39999996,6558883.200000001,18716142.85714286,148416224.21403475,148416224.21403475,148416224.21403475 
 08/18  07:00:00,382169376.26599398,18716142.85714286,155384254.808851,0.0,0.0,119113540.2,80247873.59999995,8707564.799999999,18716142.85714286,129271873.23958184,129271873.23958184,129271873.23958184 
 08/18  08:00:00,436940128.52845397,18716142.85714286,200108674.63131095,0.0,0.0,128329723.44,83338419.60000007,6447168.0,18716142.85714286,103013924.0055876,103013924.0055876,103013924.0055876 
 08/18  09:00:00,409239962.0723211,18716142.85714286,180190638.2551781,0.0,0.0,123828280.56,84053905.20000009,2450995.2,18716142.85714286,81926322.52194433,81926322.52194433,81926322.52194433 
 08/18  10:00:00,440780570.0849372,19021690.62523588,202647796.8997013,305547.76809302417,0.0,132994985.75999999,84613298.39999993,1502798.4,18716142.85714286,65731853.683444257,65731853.683444257,65731853.683444257 
 08/18  11:00:00,517118042.2122445,26739410.67242106,200604713.17982368,8230589.243849631,0.0,204250914.36,83900671.19999999,1622332.8,18508821.428571427,55479484.60847744,55479484.60847744,55479484.60847744 
 08/18  12:00:00,523549748.41118928,36057289.9489698,198216224.9822195,17617575.663255514,0.0,205166762.28,83561176.80000003,548294.4,18439714.285714285,53557572.76985546,53557572.76985546,53557572.76985546 
 08/18  13:00:00,603180201.2185581,43510823.262802157,207654618.5957561,25071108.97708787,0.0,267586238.16,84204269.9999999,224251.19999999999,18439714.285714285,53139641.07449289,53139641.07449289,53139641.07449289 
 08/18  14:00:00,630364991.2694743,51464900.43892847,230842691.59054593,33025186.153214184,0.0,264099938.04,83753427.59999994,204033.6,18439714.285714285,51550933.07093145,51550933.07093145,51550933.07093145 
